Order ID,Order Date,Segment,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit
ORD-00874,2025-08-16,Consumer,South,Technology,Laptops,4,1798.2,0,7192.8,1582.42
ORD-01175,2025-08-16,Home Office,Central,Furniture,Tables,5,195.61,0,978.05,293.41
ORD-01306,2025-08-16,Corporate,Volga,Technology,Laptops,6,1049.7,0,6298.2,1385.6
ORD-01616,2025-08-16,Consumer,Central,Furniture,Storage,5,71.88,0.2,287.52,35.94
ORD-01128,2025-08-17,Consumer,Northwest,Technology,Accessories,7,22.23,0,155.61,34.23
ORD-01137,2025-08-17,Corporate,Northwest,Office Supplies,Art,6,10.22,0,61.32,27.59
ORD-01141,2025-08-17,Consumer,South,Office Supplies,Art,1,11.51,0.3,8.06,1.73
ORD-00806,2025-08-18,Corporate,Volga,Office Supplies,Binders,5,10.71,0.2,42.84,13.39
ORD-01982,2025-08-18,Consumer,Central,Technology,Accessories,5,59.78,0.3,209.23,-23.91
ORD-00543,2025-08-19,Corporate,Volga,Furniture,Bookcases,5,151.53,0,757.65,227.3
ORD-01544,2025-08-19,Consumer,South,Furniture,Tables,5,301.84,0,1509.2,452.76
ORD-01811,2025-08-19,Corporate,Central,Technology,Laptops,3,1160.21,0,3480.63,765.74
ORD-00192,2025-08-20,Home Office,Northwest,Technology,Monitors,8,406.81,0,3254.48,715.99
ORD-01561,2025-08-20,Consumer,South,Furniture,Storage,1,91.79,0.1,82.61,18.36
ORD-02423,2025-08-20,Consumer,Northwest,Technology,Laptops,4,1273.45,0,5093.8,1120.64
ORD-02566,2025-08-20,Consumer,Northwest,Technology,Monitors,7,432.3,0,3026.1,665.74
ORD-00055,2025-08-21,Home Office,South,Technology,Monitors,6,348.95,0,2093.7,460.61
ORD-01096,2025-08-21,Corporate,Northwest,Office Supplies,Art,2,41.12,0.1,74.02,28.79
ORD-02087,2025-08-21,Corporate,Central,Furniture,Storage,5,237.14,0.2,948.56,118.57
ORD-02801,2025-08-21,Consumer,Northwest,Technology,Monitors,7,487.16,0.3,2387.08,-272.81
ORD-00124,2025-08-22,Consumer,Volga,Technology,Accessories,7,76.25,0,533.75,117.43
ORD-00781,2025-08-22,Corporate,South,Technology,Monitors,1,144.44,0,144.44,31.78
ORD-02634,2025-08-22,Home Office,Siberia,Office Supplies,Paper,8,12.77,0,102.16,45.97
ORD-02972,2025-08-22,Home Office,Northwest,Furniture,Tables,4,414.71,0.3,1161.19,0.0
ORD-01408,2025-08-23,Home Office,Central,Technology,Phones,6,940.9,0.1,5080.86,677.45
ORD-02006,2025-08-23,Consumer,Central,Office Supplies,Pens,6,14.99,0,89.94,40.47
ORD-02263,2025-08-23,Home Office,Volga,Furniture,Storage,1,145.34,0,145.34,43.6
ORD-00093,2025-08-24,Corporate,Central,Office Supplies,Binders,8,12.82,0,102.56,46.15
ORD-00493,2025-08-24,Corporate,South,Furniture,Tables,1,287.91,0,287.91,86.37
ORD-01040,2025-08-24,Home Office,Northwest,Furniture,Chairs,3,158.64,0.2,380.74,47.6
ORD-00385,2025-08-25,Corporate,South,Technology,Phones,5,568.38,0.1,2557.71,341.03
ORD-02853,2025-08-25,Corporate,South,Technology,Monitors,5,221.89,0,1109.45,244.08
ORD-02994,2025-08-25,Consumer,South,Furniture,Bookcases,4,381.53,0.1,1373.51,305.23
ORD-00444,2025-08-26,Consumer,Central,Technology,Monitors,2,360.54,0.1,648.97,86.53
ORD-01600,2025-08-26,Consumer,Northwest,Technology,Laptops,1,839.3,0.1,755.37,100.72
ORD-01624,2025-08-26,Corporate,Volga,Office Supplies,Art,7,51.14,0.1,322.18,125.29
ORD-02345,2025-08-26,Home Office,Central,Office Supplies,Paper,3,8.17,0.3,17.16,3.68
ORD-00522,2025-08-27,Home Office,Northwest,Furniture,Chairs,4,64.45,0.2,206.24,25.78
ORD-00597,2025-08-27,Home Office,Central,Office Supplies,Binders,7,24.43,0,171.01,76.95
ORD-02132,2025-08-27,Consumer,Central,Technology,Monitors,7,395.57,0.1,2492.09,332.28
ORD-02365,2025-08-27,Consumer,Northwest,Office Supplies,Paper,4,25.35,0.1,91.26,35.49
ORD-00598,2025-08-28,Consumer,South,Office Supplies,Pens,4,11.8,0,47.2,21.24
ORD-00716,2025-08-28,Corporate,Central,Office Supplies,Pens,5,15.8,0,79.0,35.55
ORD-01168,2025-08-28,Consumer,Central,Technology,Monitors,1,535.56,0.3,374.89,-42.85
ORD-02336,2025-08-28,Consumer,South,Technology,Monitors,3,410.62,0,1231.86,271.01
ORD-00058,2025-08-29,Consumer,Central,Technology,Monitors,8,185.14,0,1481.12,325.85
ORD-00453,2025-08-29,Home Office,Central,Office Supplies,Paper,3,36.18,0,108.54,48.84
ORD-02102,2025-08-29,Corporate,Central,Technology,Monitors,3,224.82,0.1,607.01,80.93
ORD-02588,2025-08-29,Home Office,South,Technology,Monitors,8,159.26,0.3,891.86,-101.92
ORD-02700,2025-08-29,Consumer,South,Office Supplies,Pens,6,7.7,0.3,32.34,6.93
ORD-01334,2025-08-30,Corporate,Siberia,Office Supplies,Paper,7,32.34,0.2,181.1,56.59
ORD-01611,2025-08-30,Corporate,Central,Office Supplies,Paper,5,34.11,0,170.55,76.75
ORD-02051,2025-08-30,Consumer,Volga,Technology,Phones,4,677.81,0.1,2440.12,325.35
ORD-02966,2025-08-30,Corporate,Northwest,Furniture,Chairs,8,146.53,0.2,937.79,117.22
ORD-01763,2025-08-31,Consumer,Northwest,Furniture,Bookcases,5,178.79,0.3,625.76,-0.0
ORD-01884,2025-08-31,Home Office,Central,Furniture,Tables,5,374.04,0,1870.2,561.06
ORD-02170,2025-08-31,Home Office,Central,Furniture,Bookcases,5,151.48,0.1,681.66,151.48
ORD-00253,2025-09-01,Corporate,Central,Office Supplies,Paper,8,27.19,0.1,195.77,76.13
ORD-00358,2025-09-01,Consumer,Central,Office Supplies,Paper,7,8.05,0.1,50.72,19.73
ORD-00617,2025-09-01,Corporate,Central,Technology,Monitors,7,481.33,0.3,2358.52,-269.54
ORD-00850,2025-09-01,Consumer,Northwest,Office Supplies,Binders,3,22.9,0.2,54.96,17.18
ORD-02133,2025-09-01,Corporate,South,Office Supplies,Art,6,21.26,0.2,102.05,31.89
ORD-02455,2025-09-01,Home Office,Central,Office Supplies,Binders,5,9.23,0.3,32.3,6.92
ORD-00076,2025-09-02,Home Office,Volga,Technology,Monitors,8,336.25,0,2690.0,591.8
ORD-00952,2025-09-02,Home Office,Northwest,Office Supplies,Art,2,48.34,0.3,67.68,14.51
ORD-01812,2025-09-02,Home Office,South,Furniture,Storage,4,226.88,0.1,816.77,181.51
ORD-00117,2025-09-03,Consumer,Northwest,Technology,Accessories,3,47.88,0.3,100.55,-11.49
ORD-00613,2025-09-03,Consumer,Central,Office Supplies,Pens,8,3.11,0.1,22.39,8.71
ORD-01263,2025-09-03,Corporate,South,Office Supplies,Binders,3,23.93,0,71.79,32.31
ORD-02148,2025-09-03,Consumer,Siberia,Furniture,Bookcases,3,471.62,0,1414.86,424.46
ORD-02236,2025-09-03,Consumer,Central,Office Supplies,Pens,4,14.32,0.1,51.55,20.05
ORD-02877,2025-09-03,Corporate,Central,Technology,Phones,8,368.43,0.3,2063.21,-235.79
ORD-02870,2025-09-04,Consumer,Siberia,Office Supplies,Binders,2,8.12,0.2,12.99,4.06
ORD-02665,2025-09-05,Corporate,Siberia,Furniture,Storage,4,138.8,0,555.2,166.56
ORD-00467,2025-09-06,Home Office,Central,Technology,Laptops,1,1056.25,0.2,845.0,21.12
ORD-01689,2025-09-06,Corporate,Central,Furniture,Bookcases,2,286.28,0,572.56,171.77
ORD-02826,2025-09-06,Consumer,Northwest,Technology,Phones,5,866.42,0.3,3032.47,-346.57
ORD-01261,2025-09-07,Home Office,Siberia,Office Supplies,Pens,4,2.72,0.3,7.62,1.64
ORD-01537,2025-09-07,Consumer,Northwest,Technology,Laptops,2,1952.85,0,3905.7,859.25
ORD-02085,2025-09-07,Corporate,Northwest,Technology,Accessories,6,21.76,0.2,104.45,2.61
ORD-00786,2025-09-08,Home Office,South,Office Supplies,Art,5,14.82,0.2,59.28,18.52
ORD-00569,2025-09-09,Corporate,South,Office Supplies,Paper,3,8.81,0,26.43,11.89
ORD-01383,2025-09-09,Consumer,South,Office Supplies,Binders,8,22.13,0.3,123.93,26.56
ORD-01851,2025-09-09,Consumer,Central,Technology,Monitors,2,555.88,0,1111.76,244.59
ORD-02759,2025-09-09,Corporate,Volga,Furniture,Storage,8,156.18,0,1249.44,374.83
ORD-00608,2025-09-10,Consumer,Central,Office Supplies,Art,8,34.49,0.1,248.33,96.57
ORD-00654,2025-09-10,Corporate,Northwest,Office Supplies,Binders,4,15.72,0,62.88,28.3
ORD-00776,2025-09-10,Consumer,Central,Office Supplies,Art,1,35.79,0.1,32.21,12.53
ORD-01008,2025-09-10,Home Office,South,Office Supplies,Binders,4,10.13,0.1,36.47,14.18
ORD-01534,2025-09-10,Consumer,Northwest,Technology,Accessories,8,89.6,0,716.8,157.7
ORD-02301,2025-09-10,Consumer,Volga,Furniture,Storage,6,232.97,0.1,1258.04,279.57
ORD-02991,2025-09-10,Home Office,Northwest,Furniture,Storage,2,219.15,0.2,350.64,43.83
ORD-00711,2025-09-11,Consumer,Northwest,Technology,Phones,8,984.15,0.3,5511.24,-629.86
ORD-01219,2025-09-11,Corporate,Central,Technology,Monitors,5,213.26,0.3,746.41,-85.3
ORD-01540,2025-09-11,Home Office,South,Furniture,Bookcases,7,413.62,0,2895.34,868.6
ORD-02061,2025-09-11,Consumer,Central,Office Supplies,Binders,5,24.74,0,123.7,55.67
ORD-02438,2025-09-11,Corporate,South,Office Supplies,Paper,1,25.88,0.2,20.7,6.47
ORD-02747,2025-09-11,Consumer,Volga,Technology,Phones,1,646.0,0,646.0,142.12
ORD-00042,2025-09-12,Home Office,Northwest,Technology,Laptops,7,882.08,0,6174.56,1358.4
ORD-00489,2025-09-12,Corporate,Central,Furniture,Tables,5,884.53,0,4422.65,1326.8
ORD-01197,2025-09-12,Corporate,Volga,Office Supplies,Pens,4,4.54,0.1,16.34,6.35
ORD-02799,2025-09-12,Consumer,Central,Office Supplies,Pens,2,8.09,0.1,14.56,5.66
ORD-00017,2025-09-13,Consumer,South,Technology,Laptops,7,1569.42,0.2,8788.75,219.72
ORD-01182,2025-09-13,Home Office,Northwest,Furniture,Storage,4,122.4,0.3,342.72,0.0
ORD-02530,2025-09-13,Consumer,Central,Technology,Monitors,8,437.45,0,3499.6,769.91
ORD-02950,2025-09-13,Corporate,Northwest,Furniture,Bookcases,7,201.2,0,1408.4,422.52
ORD-00679,2025-09-14,Corporate,Central,Office Supplies,Binders,5,20.19,0,100.95,45.43
ORD-00908,2025-09-14,Consumer,Volga,Furniture,Tables,1,481.77,0,481.77,144.53
ORD-01245,2025-09-14,Corporate,Central,Furniture,Storage,2,234.98,0,469.96,140.99
ORD-00162,2025-09-15,Corporate,Central,Technology,Accessories,2,47.08,0,94.16,20.72
ORD-00410,2025-09-15,Consumer,Northwest,Office Supplies,Pens,6,9.16,0,54.96,24.73
ORD-01288,2025-09-15,Consumer,Central,Office Supplies,Pens,8,11.75,0.1,84.6,32.9
ORD-00652,2025-09-16,Consumer,Central,Furniture,Tables,4,493.31,0.2,1578.59,197.32
ORD-01381,2025-09-16,Consumer,Volga,Technology,Accessories,1,133.16,0.1,119.84,15.98
ORD-02075,2025-09-16,Home Office,Volga,Furniture,Bookcases,6,156.09,0.2,749.23,93.65
ORD-02115,2025-09-16,Consumer,South,Office Supplies,Paper,4,27.81,0,111.24,50.06
ORD-02168,2025-09-16,Corporate,Northwest,Office Supplies,Paper,2,29.13,0,58.26,26.22
ORD-02513,2025-09-16,Home Office,Central,Office Supplies,Pens,7,3.2,0.2,17.92,5.6
ORD-02633,2025-09-16,Consumer,Siberia,Furniture,Bookcases,1,289.04,0.2,231.23,28.9
ORD-01151,2025-09-17,Home Office,Northwest,Furniture,Chairs,2,245.62,0.1,442.12,98.25
ORD-01849,2025-09-17,Corporate,Volga,Technology,Accessories,8,102.29,0.1,736.49,98.2
ORD-02679,2025-09-17,Consumer,Central,Technology,Monitors,3,386.64,0.3,811.94,-92.8
ORD-02867,2025-09-17,Home Office,Volga,Technology,Accessories,6,101.76,0,610.56,134.32
ORD-00031,2025-09-18,Home Office,Central,Office Supplies,Paper,5,28.38,0.2,113.52,35.47
ORD-00181,2025-09-18,Consumer,Northwest,Technology,Monitors,8,599.81,0.1,4318.63,575.82
ORD-00343,2025-09-18,Consumer,Central,Furniture,Storage,2,76.57,0,153.14,45.94
ORD-00590,2025-09-19,Consumer,Central,Furniture,Chairs,8,104.23,0.2,667.07,83.38
ORD-01497,2025-09-19,Corporate,Central,Technology,Accessories,1,58.74,0.1,52.87,7.05
ORD-02955,2025-09-19,Consumer,Siberia,Office Supplies,Binders,5,17.05,0,85.25,38.36
ORD-00331,2025-09-20,Consumer,Central,Technology,Accessories,8,82.35,0,658.8,144.94
ORD-00468,2025-09-20,Consumer,Northwest,Technology,Phones,3,1151.14,0.2,2762.74,69.07
ORD-01213,2025-09-20,Corporate,Central,Technology,Phones,1,1155.25,0.3,808.67,-92.43
ORD-01230,2025-09-20,Corporate,Siberia,Furniture,Bookcases,4,278.29,0,1113.16,333.95
ORD-02196,2025-09-20,Consumer,Volga,Office Supplies,Pens,6,15.58,0,93.48,42.07
ORD-02822,2025-09-20,Home Office,South,Technology,Phones,1,978.88,0,978.88,215.35
ORD-01277,2025-09-21,Consumer,Volga,Furniture,Chairs,1,218.02,0,218.02,65.41
ORD-01570,2025-09-21,Corporate,Volga,Technology,Accessories,8,42.69,0.1,307.37,40.98
ORD-00190,2025-09-22,Consumer,South,Office Supplies,Binders,6,20.9,0,125.4,56.43
ORD-00422,2025-09-22,Consumer,Central,Technology,Accessories,6,24.84,0.1,134.14,17.89
ORD-00863,2025-09-22,Corporate,Central,Office Supplies,Pens,6,16.21,0,97.26,43.77
ORD-02274,2025-09-22,Corporate,Northwest,Office Supplies,Binders,7,22.66,0,158.62,71.38
ORD-02489,2025-09-22,Corporate,Central,Office Supplies,Binders,1,8.53,0.2,6.82,2.13
ORD-00243,2025-09-23,Corporate,Central,Office Supplies,Paper,7,5.23,0,36.61,16.47
ORD-00524,2025-09-23,Consumer,Siberia,Technology,Phones,2,1051.01,0,2102.02,462.44
ORD-00540,2025-09-23,Consumer,South,Office Supplies,Binders,4,12.69,0,50.76,22.84
ORD-00557,2025-09-23,Corporate,Volga,Technology,Monitors,7,546.04,0.1,3440.05,458.67
ORD-01068,2025-09-23,Home Office,Central,Office Supplies,Art,7,14.7,0.2,82.32,25.72
ORD-02905,2025-09-23,Consumer,South,Office Supplies,Pens,5,13.05,0.2,52.2,16.31
ORD-00139,2025-09-24,Consumer,Northwest,Office Supplies,Pens,2,3.59,0,7.18,3.23
ORD-02034,2025-09-24,Corporate,Volga,Furniture,Bookcases,7,355.56,0,2488.92,746.68
ORD-00513,2025-09-25,Consumer,Northwest,Office Supplies,Paper,3,7.09,0.2,17.02,5.32
ORD-00818,2025-09-25,Corporate,South,Office Supplies,Binders,1,19.51,0,19.51,8.78
ORD-01298,2025-09-25,Consumer,Central,Office Supplies,Paper,7,25.98,0,181.86,81.84
ORD-01565,2025-09-25,Consumer,Northwest,Office Supplies,Pens,3,17.13,0,51.39,23.13
ORD-02140,2025-09-25,Consumer,Central,Furniture,Chairs,7,248.13,0.3,1215.84,0.0
ORD-00112,2025-09-26,Consumer,Central,Furniture,Tables,8,635.74,0.2,4068.74,508.6
ORD-01772,2025-09-26,Corporate,Central,Furniture,Chairs,2,70.42,0,140.84,42.25
ORD-02280,2025-09-26,Corporate,Central,Technology,Accessories,3,109.09,0,327.27,72.0
ORD-02815,2025-09-26,Corporate,South,Technology,Phones,8,689.4,0,5515.2,1213.34
ORD-00037,2025-09-27,Corporate,Central,Office Supplies,Binders,3,22.02,0.1,59.45,23.12
ORD-01785,2025-09-27,Consumer,Volga,Office Supplies,Paper,2,14.92,0,29.84,13.43
ORD-01428,2025-09-28,Corporate,Siberia,Office Supplies,Art,5,43.38,0,216.9,97.6
ORD-02205,2025-09-28,Corporate,South,Office Supplies,Paper,3,38.42,0,115.26,51.87
ORD-02833,2025-09-28,Consumer,Northwest,Office Supplies,Art,3,9.5,0,28.5,12.82
ORD-02856,2025-09-28,Corporate,Northwest,Technology,Phones,4,1167.04,0.3,3267.71,-373.45
ORD-00163,2025-09-29,Consumer,Northwest,Technology,Monitors,1,406.43,0.2,325.14,8.12
ORD-02001,2025-09-29,Corporate,Northwest,Technology,Laptops,2,1586.53,0.2,2538.45,63.46
ORD-01346,2025-09-30,Corporate,Volga,Technology,Laptops,3,983.58,0,2950.74,649.16
ORD-01452,2025-09-30,Home Office,Central,Office Supplies,Art,3,32.7,0,98.1,44.14
ORD-02711,2025-09-30,Consumer,Central,Furniture,Bookcases,8,371.18,0.2,2375.55,296.94
ORD-01020,2025-10-01,Consumer,Central,Furniture,Chairs,8,152.17,0.2,973.89,121.74
ORD-02524,2025-10-01,Consumer,Northwest,Office Supplies,Binders,2,13.18,0,26.36,11.86
ORD-00088,2025-10-02,Consumer,Volga,Technology,Accessories,5,89.14,0.1,401.13,53.48
ORD-02252,2025-10-02,Corporate,Central,Office Supplies,Pens,3,10.85,0,32.55,14.65
ORD-00847,2025-10-03,Consumer,Central,Technology,Phones,5,803.33,0.3,2811.65,-321.34
ORD-01228,2025-10-03,Consumer,Northwest,Furniture,Storage,5,143.85,0,719.25,215.78
ORD-01382,2025-10-03,Home Office,Central,Office Supplies,Art,4,47.44,0.1,170.78,66.41
ORD-02928,2025-10-03,Consumer,Volga,Office Supplies,Pens,3,8.84,0.1,23.87,9.28
ORD-02981,2025-10-03,Corporate,Northwest,Technology,Laptops,2,1707.66,0,3415.32,751.37
ORD-00805,2025-10-04,Consumer,Central,Technology,Phones,1,703.86,0.1,633.47,84.46
ORD-01437,2025-10-04,Corporate,Volga,Office Supplies,Art,8,9.32,0,74.56,33.55
ORD-02523,2025-10-04,Corporate,Volga,Furniture,Bookcases,2,211.83,0.3,296.56,-0.0
ORD-02546,2025-10-04,Home Office,Central,Office Supplies,Paper,8,19.86,0,158.88,71.5
ORD-00710,2025-10-05,Consumer,Central,Technology,Phones,8,1047.28,0.2,6702.59,167.56
ORD-02978,2025-10-05,Home Office,Central,Furniture,Tables,1,442.37,0.1,398.13,88.47
ORD-01952,2025-10-06,Consumer,Siberia,Office Supplies,Paper,2,36.13,0,72.26,32.52
ORD-00770,2025-10-07,Consumer,South,Technology,Accessories,4,146.39,0.2,468.45,11.71
ORD-01202,2025-10-07,Home Office,Northwest,Office Supplies,Paper,6,29.74,0,178.44,80.3
ORD-01949,2025-10-07,Home Office,Central,Technology,Laptops,6,1310.29,0,7861.74,1729.58
ORD-00144,2025-10-08,Consumer,Northwest,Technology,Phones,2,616.75,0,1233.5,271.37
ORD-01701,2025-10-08,Consumer,Northwest,Furniture,Bookcases,1,398.22,0,398.22,119.47
ORD-02024,2025-10-08,Home Office,Central,Office Supplies,Pens,6,4.3,0.1,23.22,9.03
ORD-01083,2025-10-09,Corporate,Northwest,Furniture,Chairs,5,385.75,0.1,1735.88,385.76
ORD-02611,2025-10-09,Consumer,Siberia,Technology,Monitors,2,568.27,0.3,795.58,-90.92
ORD-02661,2025-10-09,Corporate,Northwest,Furniture,Tables,8,263.38,0,2107.04,632.11
ORD-01794,2025-10-10,Corporate,Northwest,Office Supplies,Paper,5,14.94,0.3,52.29,11.2
ORD-02850,2025-10-10,Consumer,South,Furniture,Bookcases,8,335.69,0.3,1879.86,-0.0
ORD-00379,2025-10-11,Corporate,Central,Office Supplies,Paper,4,21.53,0.1,77.51,30.14
ORD-00729,2025-10-11,Consumer,Northwest,Furniture,Bookcases,5,351.34,0.2,1405.36,175.67
ORD-01072,2025-10-11,Home Office,Central,Furniture,Tables,4,639.39,0,2557.56,767.27
ORD-01310,2025-10-11,Home Office,Northwest,Office Supplies,Pens,3,4.78,0,14.34,6.45
ORD-02251,2025-10-11,Consumer,Central,Office Supplies,Paper,2,8.75,0,17.5,7.88
ORD-02913,2025-10-11,Consumer,South,Office Supplies,Pens,3,10.86,0.1,29.32,11.4
ORD-01205,2025-10-12,Consumer,Northwest,Office Supplies,Binders,2,3.07,0.1,5.53,2.15
ORD-01287,2025-10-12,Corporate,Northwest,Technology,Phones,4,938.11,0,3752.44,825.54
ORD-01472,2025-10-12,Home Office,Northwest,Technology,Monitors,5,363.19,0,1815.95,399.51
ORD-02054,2025-10-12,Corporate,South,Furniture,Storage,4,97.91,0,391.64,117.49
ORD-00344,2025-10-13,Consumer,Central,Technology,Accessories,5,75.3,0,376.5,82.83
ORD-00826,2025-10-13,Home Office,Central,Office Supplies,Binders,3,11.21,0.3,23.54,5.04
ORD-01442,2025-10-13,Corporate,Central,Office Supplies,Binders,6,12.99,0,77.94,35.07
ORD-00052,2025-10-14,Consumer,Central,Office Supplies,Art,5,40.59,0.1,182.66,71.04
ORD-00553,2025-10-14,Corporate,South,Technology,Laptops,3,660.16,0,1980.48,435.71
ORD-00618,2025-10-14,Consumer,Volga,Furniture,Bookcases,5,102.82,0.3,359.87,0.0
ORD-02343,2025-10-14,Consumer,Northwest,Office Supplies,Paper,7,32.5,0,227.5,102.37
ORD-02377,2025-10-14,Consumer,Central,Technology,Accessories,3,92.09,0.3,193.39,-22.1
ORD-00073,2025-10-15,Consumer,Northwest,Furniture,Chairs,8,255.18,0.1,1837.3,408.29
ORD-00518,2025-10-15,Consumer,South,Office Supplies,Paper,6,26.69,0.3,112.1,24.02
ORD-01252,2025-10-15,Consumer,South,Technology,Laptops,4,961.67,0.2,3077.34,76.93
ORD-01326,2025-10-15,Consumer,Central,Office Supplies,Binders,4,20.13,0,80.52,36.23
ORD-01640,2025-10-15,Corporate,Siberia,Technology,Monitors,2,260.86,0,521.72,114.78
ORD-02522,2025-10-15,Consumer,Central,Office Supplies,Pens,8,16.58,0.1,119.38,46.43
ORD-02911,2025-10-15,Consumer,Central,Office Supplies,Art,7,51.45,0,360.15,162.07
ORD-01520,2025-10-16,Home Office,Central,Technology,Monitors,6,298.61,0.3,1254.16,-143.33
ORD-00577,2025-10-17,Corporate,Central,Technology,Phones,6,577.0,0.3,2423.4,-276.96
ORD-00854,2025-10-17,Consumer,South,Office Supplies,Pens,8,5.41,0.2,34.62,10.82
ORD-00013,2025-10-18,Corporate,South,Technology,Laptops,5,1180.59,0.1,5312.65,708.35
ORD-00743,2025-10-18,Corporate,Central,Office Supplies,Binders,4,3.07,0.2,9.82,3.07
ORD-02737,2025-10-18,Corporate,Central,Office Supplies,Paper,4,21.23,0.3,59.44,12.73
ORD-00425,2025-10-19,Home Office,Volga,Office Supplies,Paper,6,28.89,0.1,156.01,60.67
ORD-01147,2025-10-19,Corporate,Central,Technology,Laptops,8,1355.56,0.1,9760.03,1301.34
ORD-01255,2025-10-19,Consumer,Northwest,Office Supplies,Binders,7,3.81,0,26.67,12.0
ORD-02198,2025-10-19,Consumer,Volga,Office Supplies,Paper,7,32.61,0.3,159.79,34.24
ORD-02266,2025-10-19,Corporate,Central,Furniture,Chairs,1,128.9,0.2,103.12,12.89
ORD-02750,2025-10-19,Consumer,Central,Technology,Accessories,8,136.67,0,1093.36,240.54
ORD-00167,2025-10-20,Consumer,Central,Office Supplies,Art,8,59.0,0.2,377.6,118.0
ORD-00451,2025-10-20,Home Office,Central,Technology,Laptops,2,1043.33,0.2,1669.33,41.74
ORD-01223,2025-10-20,Consumer,Volga,Technology,Phones,3,385.85,0,1157.55,254.66
ORD-02464,2025-10-20,Corporate,South,Office Supplies,Art,5,30.61,0.3,107.14,22.96
ORD-02820,2025-10-20,Corporate,Volga,Furniture,Storage,6,297.69,0,1786.14,535.84
ORD-01013,2025-10-21,Home Office,Siberia,Technology,Phones,1,540.89,0.3,378.62,-43.27
ORD-01356,2025-10-21,Consumer,South,Office Supplies,Paper,5,38.3,0.2,153.2,47.87
ORD-00029,2025-10-22,Corporate,Northwest,Technology,Phones,2,308.38,0,616.76,135.69
ORD-00116,2025-10-22,Corporate,South,Furniture,Tables,8,876.16,0,7009.28,2102.78
ORD-00279,2025-10-22,Consumer,Central,Technology,Laptops,3,1234.46,0,3703.38,814.74
ORD-00955,2025-10-22,Corporate,Volga,Technology,Laptops,2,649.16,0.2,1038.66,25.97
ORD-01084,2025-10-22,Corporate,Central,Furniture,Storage,3,47.78,0.3,100.34,0.0
ORD-01809,2025-10-22,Consumer,Central,Office Supplies,Art,7,19.38,0,135.66,61.05
ORD-02327,2025-10-22,Consumer,Volga,Technology,Accessories,2,116.61,0,233.22,51.31
ORD-00224,2025-10-23,Home Office,Central,Furniture,Storage,7,156.62,0.1,986.71,219.27
ORD-00561,2025-10-23,Consumer,Northwest,Office Supplies,Paper,3,11.29,0.1,30.48,11.85
ORD-01106,2025-10-23,Consumer,Central,Technology,Phones,1,347.82,0.1,313.04,41.74
ORD-02238,2025-10-23,Consumer,Siberia,Technology,Laptops,5,1638.84,0,8194.2,1802.72
ORD-02044,2025-10-24,Consumer,Northwest,Technology,Monitors,3,223.5,0.1,603.45,80.46
ORD-00659,2025-10-25,Corporate,Northwest,Technology,Accessories,8,36.84,0.3,206.3,-23.58
ORD-01392,2025-10-25,Consumer,Northwest,Furniture,Bookcases,3,408.01,0.3,856.82,-0.0
ORD-02819,2025-10-25,Corporate,Central,Office Supplies,Art,3,35.58,0.2,85.39,26.68
ORD-00802,2025-10-26,Corporate,South,Technology,Accessories,6,26.38,0.1,142.45,18.99
ORD-01005,2025-10-26,Home Office,Central,Office Supplies,Pens,5,7.84,0.2,31.36,9.8
ORD-02282,2025-10-26,Consumer,South,Technology,Laptops,4,923.1,0.2,2953.92,73.85
ORD-01165,2025-10-27,Consumer,Central,Office Supplies,Paper,1,22.46,0,22.46,10.11
ORD-01552,2025-10-27,Consumer,Volga,Office Supplies,Pens,6,17.05,0,102.3,46.03
ORD-02776,2025-10-27,Consumer,Volga,Technology,Laptops,6,1101.11,0,6606.66,1453.47
ORD-02072,2025-10-28,Home Office,South,Office Supplies,Binders,5,15.52,0.1,69.84,27.16
ORD-02397,2025-10-28,Corporate,Central,Technology,Monitors,2,552.0,0,1104.0,242.88
ORD-01899,2025-10-29,Consumer,Central,Office Supplies,Binders,2,21.6,0,43.2,19.44
ORD-01937,2025-10-29,Consumer,Northwest,Office Supplies,Binders,5,6.54,0.2,26.16,8.17
ORD-02722,2025-10-29,Home Office,Volga,Technology,Laptops,6,1982.53,0.1,10705.66,1427.42
ORD-02242,2025-10-30,Corporate,Central,Furniture,Bookcases,3,486.62,0.1,1313.87,291.97
ORD-00449,2025-10-31,Consumer,Northwest,Office Supplies,Paper,7,23.08,0,161.56,72.7
ORD-00938,2025-10-31,Consumer,Central,Furniture,Storage,4,250.2,0,1000.8,300.24
ORD-01024,2025-10-31,Consumer,Northwest,Furniture,Storage,8,180.07,0.1,1296.5,288.11
ORD-00125,2025-11-01,Consumer,Central,Office Supplies,Binders,4,12.46,0.1,44.86,17.45
ORD-00684,2025-11-01,Home Office,Northwest,Furniture,Bookcases,8,254.1,0.2,1626.24,203.28
ORD-00822,2025-11-01,Consumer,Northwest,Office Supplies,Pens,6,9.02,0,54.12,24.35
ORD-01400,2025-11-01,Corporate,Northwest,Office Supplies,Art,7,51.57,0.1,324.89,126.35
ORD-01983,2025-11-01,Home Office,Siberia,Technology,Laptops,3,1422.56,0.2,3414.14,85.35
ORD-02743,2025-11-01,Corporate,Siberia,Office Supplies,Binders,3,8.76,0.1,23.65,9.2
ORD-02965,2025-11-01,Consumer,Central,Office Supplies,Art,1,8.1,0.1,7.29,2.83
